OBJECTID,PARK_NUMBER,PARK_NAME,SAP_ASSET_ID,HOUSE_NUMBER,STREET_ADDRESS,SUBURB,POST_CODE,LONG,LAT,SHAPE_Length,SHAPE_Area
1700,D1295,COOK STREET PARK,B-RE-2086,33,COOK STREET,FOREST LAKE,4078,152.958506417771,-27.6197216764289,94.7288553834154,424.3793950038
1701,D1296,BANKSIA VILLAGE PARK,B-RE-2085,17A,BANKSIA CIRCUIT,FOREST LAKE,4078,152.965795603895,-27.6115812198053,725.338606726371,17845.3296721244
1702,D1297,PARKVIEW PLACE PARK,B-RE-2084,70,DARIEN STREET,BRIDGEMAN DOWNS,4035,152.986750525334,-27.3599995627498,736.68261396047,23226.5711890445
1703,D1299,BENBEK CIRCUIT PARK,B-RE-2083,15,BENBEK CIRCUIT,SUNNYBANK HILLS,4109,153.042691626322,-27.6014384387444,287.668224442181,3386.9646189161
1704,D1300,THE WINDSOR TOWN QUARRY PARK,B-RE-2082,356,LUTWYCHE ROAD,WINDSOR,4030,153.032275418514,-27.4285512222677,557.953923296943,6361.98683489405
1705,D1301,BORONIA PARK,B-RE-2081,36,EVERGREEN PLACE,FOREST LAKE,4078,152.958874734986,-27.6185682414709,282.390380699512,4833.91688862808
1706,D1302,CONFERTA PLACE PARK,B-RE-2080,25,CONFERTA PLACE,FOREST LAKE,4078,152.96515113747,-27.6142868025008,163.112899625579,1289.00192078165
1707,D1303,AMARINA AVENUE PARK (ROAD RESERVE),B-RE-2034,,AMARINA AVENUE,ASHGROVE,4060,152.987734594,-27.443096394,1059.91531740726,9117.57805402519
1708,D1304,MCGREGOR WAY PARK (NO. 30-34),B-RE-2030,32,MCGREGOR WAY,FERNY GROVE,4055,152.92096362343,-27.4076652778747,515.396669592299,10937.1487110382
1709,D1306,CONSTELLATION WAY PARK,B-RE-2031,97,CONSTELLATION WAY,WYNNUM,4178,153.157869975,-27.4274901919999,3914.24074894678,221811.077464091
1710,D1307,ALBION PARK,B-RE-2032,11,CLUDEN PLACE,BRACKEN RIDGE,4017,153.022004768343,-27.3255686351639,291.737941654282,2944.13103001179
1711,D1308,TAIGUM PLACE PARK,B-RE-2033,23,TAIGUM PLACE,TAIGUM,4018,153.04310072018,-27.3359255407242,1990.40250377754,94571.3169059307
1712,D1517,BARNARD STREET PARK,B-RE-2263,60,BRIDGNORTH STREET,CARINDALE,4152,153.111113927608,-27.5058894277318,113.28771072235,794.920924512934
1713,D1518,ADVANX STREET PARK,B-RE-2262,91,MIRBELIA STREET,KENMORE HILLS,4069,152.93566747749,-27.5011667999862,527.63042940518,6765.49437635956
1714,D1519,MOORHEN FLATS,B-RE-2261,1040,STANLEY STREET,EAST BRISBANE,4169,153.047670513644,-27.4915131746982,1159.69569515651,42213.7823238632
1715,D1521,PHIL DENMAN PARK,B-RE-2259,61,BEANLAND STREET,JAMBOREE HEIGHTS,4074,152.92999907937,-27.552461278603,1316.26796496396,54512.6695586214
1716,D1522,TUBEROSE PLACE PARK,B-RE-2258,30,CALLIANDRA PLACE,CALAMVALE,4116,153.05667856,-27.6371291409999,1718.02579524789,35540.6978483855
1717,D1523,KING STREET PARK,B-RE-2257,77,KING STREET,KURABY,4112,153.102181534318,-27.6036534811225,522.754959077338,13885.1861177701
1718,D1524,DOUGHBOY PARADE PARK,B-RE-2256,29,DOUGHBOY PARADE,HEMMANT,4174,153.123144227192,-27.4492116525112,332.750888009145,4060.62172280564
1719,D1525,GLENFERRIE PLACE PARK,B-RE-2255,6,GLENFERRIE PLACE,THE GAP,4061,152.938364806796,-27.4582594424217,146.682614210604,1257.68777797773
1720,D1526,BIRDWOOD ROAD PARK,B-RE-2254,110,BIRDWOOD ROAD,HOLLAND PARK WEST,4121,153.054416624454,-27.5201374288329,262.053144586908,2630.04221290861
1721,D1528,RAILTON STREET PARK,B-RE-2253,114A,ALBANY CREEK ROAD,ASPLEY,4034,153.009645779775,-27.3655393137818,1163.38934708547,20546.3115085099
1722,D1530,BONYI STREET PARK,B-RE-2251,29,MAROONA STREET,SUNNYBANK HILLS,4109,153.062435473,-27.59566656,235.648295144716,1520.05884552173
1723,D1531,PRIESTDALE ROAD PARK (NO. 1012),B-RE-0496,1012,PRIESTDALE ROAD,ROCHEDALE,4123,153.145410659609,-27.586620867855,3031.90418325313,164553.257211816
1724,D1532,CAMELOT PLACE PARK,B-RE-0495,157,CAMELOT PLACE,BRIDGEMAN DOWNS,4035,152.981627451592,-27.343266967165,1382.88580854373,23595.443969497
1725,D1533,BLISS STREET PARK (LOT 29),B-RE-0494,7A,BLISS STREET,GAYTHORNE,4051,152.976214025988,-27.4221728539256,123.925704311721,908.688602134199
1726,D1534,BLISS STREET PARK (NO. 39),B-RE-0452,39,BLISS STREET,GAYTHORNE,4051,152.978385972793,-27.4225000610049,126.610531103359,888.425860151106
1727,D1535,POWERHOUSE PARK,B-RE-0410,130,LAMINGTON STREET,NEW FARM,4005,153.054186587764,-27.4678151235963,756.751609324393,15356.5762145292
1728,D1536,PINNER STREET PARK,B-RE-0409,8,PINNER STREET,UPPER MOUNT GRAVATT,4122,153.089257858183,-27.5470817816986,203.111680756846,1317.63265274594
1729,D0759,SHOWGROUND PARK,B-RE-2451,61,HAYDEN STREET,NUDGEE,4014,153.085065570702,-27.3649231200288,445.635864429218,10404.2548135709
1730,D0760,STEWART FRANKLIN PARK,B-RE-2450,9,JERROLD STREET,SHERWOOD,4075,152.982657956061,-27.5363879934131,149.322995202918,602.574853074344
1731,D0761,NARRUNG STREET PARK,B-RE-2449,6,TYABB CLOSE,MIDDLE PARK,4074,152.925361228356,-27.558260523974,143.15086959045,1092.32698982762
1732,D0762,KEVIN WHITMEE PARK,B-RE-2448,27,ROSCREA STREET,TINGALPA,4173,153.133529125276,-27.4808866368714,445.05997762411,10766.2669774745
1733,D0763,DAIRY SWAMP ROAD PARK,B-RE-2447,50,CASTLEREA STREET,TINGALPA,4173,153.138796905,-27.4842314429999,4865.79400364296,335699.537043808
1734,D0765,ENDIANDRA STREET PARK,B-RE-2446,345,ALGESTER ROAD,ALGESTER,4115,153.031724274361,-27.6184206532926,2363.2621760732,113981.537935806
1735,D0766,NANKOOR STREET PARK (NO. 9),B-RE-2445,55,MARMINDIE STREET,CHAPEL HILL,4069,152.950050209966,-27.4925531737345,321.277489879961,5390.83340704109
1736,D0767,BENDELL PARK,B-RE-2444,131,BORELLA ROAD,SUNNYBANK HILLS,4109,153.054833231224,-27.5922025369828,329.61451438862,5335.27628562238
1737,D0768,PADSTOW ROAD (NO. 28) PARK,B-RE-2525,36,PADSTOW ROAD,EIGHT MILE PLAINS,4113,153.077198016693,-27.5730688352718,715.846157826959,23457.0934864771
1738,D0770,VENETIA STREET PARK,B-RE-2524,65,REMICK STREET,STAFFORD HEIGHTS,4053,153.006246724493,-27.3939947702397,224.66074972131,2989.52639898695
1739,D0771,NORRIS PARK,B-RE-2523,10,ALTANDI STREET,SUNNYBANK,4109,153.066252949789,-27.581319692443,126.477178137105,1000.13583596245
1740,D0772,BRADY BUSHLAND PARK,B-RE-2522,226,NEMIES ROAD,RUNCORN,4113,153.064162178422,-27.6079477997831,2653.94299717504,90028.7543665815
1741,D0773,GABWINA STREET PARK,B-RE-2521,30,GABWINA STREET,FIG TREE POCKET,4069,152.953304330316,-27.5246387990855,113.169688112343,637.581595203022
1742,D0774,HEDLEY BARKER PARK,B-RE-2520,26,STONYCROFT STREET,ASPLEY,4034,153.009042443064,-27.3701910291461,286.786578766377,4101.5050144571
1743,D0775,NORUP PARK,B-RE-2519,15,TEAGARDEN STREET,EIGHT MILE PLAINS,4113,153.088201839071,-27.5871131467766,255.313465248032,3906.51008912645
1744,D0776,HONEYWOOD STREET PARK,B-RE-2518,45,HONEYWOOD STREET,SUNNYBANK HILLS,4109,153.059352396033,-27.6102008157178,263.354419035264,2614.01959473007
1745,D0777,HELMSLEY COURT PARK,B-RE-2517,4,HELMSLEY COURT,CARINDALE,4152,153.09881701972,-27.5124049947493,144.130842498816,1158.17350619793
1746,D0778,BALLINDERRY STREET PARK,B-RE-2516,17,BALLINDERRY STREET,EVERTON PARK,4053,152.982951031049,-27.3975825051517,220.709623125611,2940.07146504456
1747,D0779,C. SLAUGHTER PARK,B-RE-2515,21,RANES COURT,BRACKEN RIDGE,4017,153.035685246962,-27.327014345484,215.950953711684,1505.59446506848
1748,D1060,LINDSAY EVANS MEMORIAL PARK,B-RE-2593,21,CELICA STREET,RUNCORN,4113,153.07570859118,-27.6023490666735,336.363947752042,3137.28519184572
1749,D1061,GEMSTONE CRESCENT PARK,B-RE-2592,220,WATSON ROAD,ACACIA RIDGE,4110,153.016067736955,-27.5921359380149,1528.95460232509,43003.5767461989
1750,D1062,MURDOCH CIRCUIT PARK,B-RE-2591,291,BRADMAN STREET,ACACIA RIDGE,4110,153.036970488925,-27.5903034528355,432.967932253369,3687.24474076701
1751,D1063,KOOLA STREET PARK,B-RE-2590,459,BROADWATER ROAD,WISHART,4122,153.105630939801,-27.5460689635978,211.154284269846,1451.5590134882
1752,D1064,CANNES STREET PARK,B-RE-2589,16,CARINGBAH STREET,WAKERLEY,4154,153.161508451763,-27.4769977201453,165.489252029651,1598.40623264084
1753,D1066,SUCCESS STREET PARK,B-RE-2588,645,BEATTY ROAD,ACACIA RIDGE,4110,153.010440714741,-27.5849956049568,532.523385402787,9443.67100905481
1754,D1067,PARKLAND STREET PARK,B-RE-2587,25,ORANIA CRESCENT,CALAMVALE,4116,153.054471672774,-27.6215143632698,613.835154097267,17872.3431558265
1755,D1068,EDEN ELM STREET PARK,B-RE-2586,49,PARKLANDS STREET,CALAMVALE,4116,153.054586844878,-27.6196127066347,561.494653821357,8597.8994198083
1756,D1069,EMMETT STREET PARK,B-RE-2585,331,WONDALL ROAD,WYNNUM WEST,4178,153.153126655656,-27.4655350135941,996.814473751005,21052.6326321579
1757,D1070,BIRKRIDGE PLACE PARK,B-RE-2559,44,BIRKRIDGE PLACE,THE GAP,4061,152.933435857029,-27.4342949109336,506.584963503811,10803.7789181798
1758,D1071,KAKOOGUN KIN-DAPIN RESERVE,B-RE-2558,2A,DOROTHEY NEWNHAM STREET,COWAN COWAN,4025,153.365252786942,-27.1269896656467,241.828404610994,2803.64487085977
1759,D1072,KARAWATHA FOREST WEST,B-RE-2557,376,COMPTON ROAD,STRETTON,4116,153.068698903386,-27.6209971333587,5457.79473289963,383826.676816127
1760,D1073,REGENCY PLACE PARK (NO. 16),B-RE-2556,16,REGENCY PLACE,STRETTON,4116,153.075147995861,-27.6159524874267,859.486845060303,23784.6974313821
1761,D1075,GUS DAVIES PARK,B-RE-2555,39,CHARLOCK ROAD,BALD HILLS,4036,153.020347053952,-27.3071852709249,765.369661058789,24707.1456228276
1762,D1076,YARRAMAN PLACE PARK,B-RE-2554,22,YARRAMAN PLACE,VIRGINIA,4014,153.058518367727,-27.375364487934,262.479961097837,2811.25746112205
1763,D1077,ALCHERINGA PLACE PARK,B-RE-2553,14,ALCHERINGA PLACE,ROBERTSON,4109,153.054307728713,-27.5608761650635,1103.11052561183,15429.5406220162
1764,D1078,CICADA PARK,B-RE-2552,82,IRONBARK ROAD,CHAPEL HILL,4069,152.941689261789,-27.4955263299623,1049.20095243375,32170.7331733221
1765,D1079,DILLINGEN STREET PARK,B-RE-0032,38,DILLINGEN STREET,CHAPEL HILL,4069,152.940777541,-27.490846904,2377.0690040293,62582.3541655678
1766,D1080,TREVALLY CRESENT PARK,B-RE-2551,15,TERAGLIN STREET,MANLY WEST,4179,153.169623431618,-27.4699724393207,220.713123279864,2486.86739737001
1767,D1309,CLARRIE BECKINGHAM RESERVE,B-RE-2039,114,SATURN CRESCENT,BRIDGEMAN DOWNS,4035,152.985168756876,-27.3646940867831,2905.15105277711,114039.827092011
1768,D1311,OLDFIELD ROAD PARK (NO. 109),B-RE-2040,109,OLDFIELD ROAD,SINNAMON PARK,4073,152.95017472016,-27.5409041453938,2762.88100654459,119165.56569087
1769,D1312,KENTIA STREET PARK,B-RE-2041,31,KENTIA STREET,CARSELDINE,4034,153.005428891072,-27.3568197186647,551.743321433215,10721.7300083237
1770,D1313,THE ESPLANADE PARK  (ROAD RESERVE),B-RE-2042,,THE ESPLANADE,ST LUCIA,4067,153.003594566023,-27.504851084431,1825.24422480962,27032.8501674258
1771,D1314,ST MARTIN COURT PARK,B-RE-2043,8,ST MARTIN COURT,BALD HILLS,4036,153.01283474,-27.30382456,575.169105113537,2149.57816382589
1772,D1315,BERYL CRESCENT PARK,B-RE-2044,25,BERYL CRESCENT,HOLLAND PARK,4121,153.056345159642,-27.5146438138199,380.590509182171,6598.66348675235
1773,D1316,FREE STREET PARK,B-RE-2045,12,FREE STREET,NEWMARKET,4051,153.00279777095,-27.4442864273391,1431.0417881519,26018.4905808393
1774,D1318,SWEETMAN STREET PARK,B-RE-2046,18,SWEETMAN STREET,PADDINGTON,4064,153.010910541058,-27.4595497148307,162.818693660097,1528.96068248601
1775,D1319,MARATHON STREET PARK,B-RE-2047,36,MARATHON STREET,ASPLEY,4034,153.034659426248,-27.3711885483871,148.132509101411,406.487551135533
1776,D1320,TOLLANA PLACE PARK,B-RE-2048,24,TOLLANA PLACE,INALA,4077,152.966767430979,-27.5839037339715,430.015090657901,6397.60753452424
1777,D1321,HAROLD CLOSE PARK,B-RE-2110,8,HAROLD CLOSE,SINNAMON PARK,4073,152.946288313101,-27.5511096004549,187.800337955514,1095.53298018868
1778,D1322,JARED PLACE PARK,B-RE-2109,4,JARED PLACE,WYNNUM WEST,4178,153.155437871899,-27.4483788887639,144.901864309158,1091.98096361402
1779,D1593,OAKMONT STREET PARK,B-RE-0529,2A,OAKMONT STREET,CARINDALE,4152,153.107446662202,-27.5249534546548,758.630262947587,2138.36592037525
1780,D1594,PALATINE HILL PARK,B-RE-0528,16A,AEMILIA AVENUE,SEVEN HILLS,4170,153.068780544075,-27.4786624225494,94.6541384302159,689.936915015761
1781,D1595,DICKINSON CLOSE PARK,B-RE-0527,1034,BOUNDARY ROAD,COOPERS PLAINS,4108,153.039424925559,-27.5700939381864,409.470173588557,6361.21382672878
1782,D1596,OXLEY PLACE PARK (NO. 38),B-RE-0526,38,OXLEY PLACE,FOREST LAKE,4078,152.971981054218,-27.6119793362912,84.3350878884218,402.535931495697
1783,D1597,MELROSE PLACE PARK (NO. 46),B-RE-0525,46,MELROSE PLACE,FERNY GROVE,4055,152.915133010955,-27.4082845095986,457.683886914155,2372.69262898759
1784,D1600,MUSGRAVE AVENUE PARK,B-RE-0523,60,TELEGRAPH ROAD,BALD HILLS,4036,153.014195678763,-27.3270867676373,1909.23755575987,122300.612196752
1785,D1601,OWEN STANLEY PLACE PARK,B-RE-0522,37,KOKODA STREET,DARRA,4076,152.941291602,-27.5760895939999,686.946116495253,7022.64300005843
1786,D1602,SWINBURNE STREET PARK,B-RE-0521,79,SWINBURNE STREET,LUTWYCHE,4030,153.029272308072,-27.4220518362796,271.520404223425,1589.91819805103
1787,D1603,TYRRELL COURT PARK,B-RE-0520,16,ROTHBURY PLACE,THE GAP,4061,152.935435674233,-27.4299032272087,455.45733063158,8342.58626825301
1788,D1604,BRADMAN STREET PARK,B-RE-0519,161,MORDEN ROAD,SUNNYBANK HILLS,4109,153.039045980275,-27.5833871913683,430.382809920706,9619.29198440254
1789,D1605,BRISBANE CORSO PARK (NO. 55 & 59),B-RE-0518,59,BRISBANE CORSO,FAIRFIELD,4103,153.022432595716,-27.5031173750563,195.222065725084,2127.55540994273
1790,D1607,DENIVEN STREET PARK,B-RE-0517,112,PRATTEN STREET,CORINDA,4075,152.986051653879,-27.5495744914633,608.234870635906,15455.7854649912
1791,D1608,DOLLIS STREET PARK,B-RE-0516,670,BEAUDESERT ROAD,ROCKLEA,4106,153.02164854304,-27.5548164797407,557.497491561264,12307.2735654982
1792,D1610,OLEANDER CRESCENT PARK,B-RE-0514,322,KING AVENUE,DURACK,4077,152.989057610753,-27.5940009148401,1051.23418411861,20905.4747451007
1793,D1611,ALGOORI STREET PARK,B-RE-0513,121,ALGOORI STREET,MORNINGSIDE,4170,153.078538224833,-27.4626921356925,280.806115435755,4030.71093081121
1794,D1612,SUNSHINE AVENUE PARK,B-RE-0512,11,SUNSHINE AVENUE,TARRAGINDI,4121,153.04270346216,-27.5162541201963,168.281113056969,1603.07218188579
1795,D1613,STEVENSON STREET PARK,B-RE-0511,9,STEVENSON STREET,CALAMVALE,4116,153.046245573446,-27.6158286633158,244.511717641138,2994.646151234
1796,D1615,GRANDVIEW PLACE PARK,B-RE-0510,19,GRANDVIEW PLACE,CARINDALE,4152,153.122133309963,-27.5169756646588,633.108246817365,20538.5902364952
1797,D1616,LUTWYCHE ROAD PARK (NO. 725A),B-RE-0509,725A,LUTWYCHE ROAD,KEDRON,4031,153.037026027264,-27.412965381467,848.433561061461,13193.8761874966
1798,D1617,GREENWAYS ESPLANADE PARK,B-RE-0508,30,GREENWAYS ESPLANADE,PARKINSON,4115,153.019961789386,-27.6365729655491,798.484620074809,41904.8018848754
1799,D0780,MERRIWA PARK,B-RE-2514,23,GOORONG STREET,SUNNYBANK HILLS,4109,153.062227747293,-27.5947428398528,221.534295445847,2966.51675959242
1800,D0781,BERT WOLFE PARK,B-RE-2513,11,ULVA STREET,BALD HILLS,4036,153.008952672071,-27.3137716276381,226.518203070191,1572.31746175689
1801,D0782,CYRIL SIMS PARK,B-RE-2512,29,MARSALA STREET,CALAMVALE,4116,153.059877724733,-27.6137357438781,394.441379002989,5672.80187653027
1802,D0783,BASSETT STREET PARK,B-RE-2511,10,STONYFELL COURT,HOLLAND PARK,4121,153.083743982316,-27.5199925417839,397.536003304644,6582.97901471363
1803,D0784,PENHALIGON PARK,B-RE-2510,34,BRYMER STREET,CHAPEL HILL,4069,152.947908272391,-27.5011968765964,932.330278841085,20684.0443329598
1804,D0785,GAGARRA STREET PARK,B-RE-2509,43A,GAGARRA STREET,EIGHT MILE PLAINS,4113,153.089264447439,-27.5830615044197,598.986009107475,12881.3338585691
1805,D0786,TILQUIN STREET PARK,B-RE-2482,33,TILQUIN STREET,THE GAP,4061,152.946126928309,-27.4368082087353,430.519925981462,5999.45359775191
1806,D0787,VERDELHO STREET PARK,B-RE-2481,34,BORDEAUX STREET,EIGHT MILE PLAINS,4113,153.090795052538,-27.5803742637843,201.444927218318,2470.91241797317
1807,D0788,COOLIBAH PARK,B-RE-2480,50,DEVENISH STREET,SUNNYBANK,4109,153.065210299575,-27.5745518621745,200.114719229212,2558.73544984907
1808,D0789,DIDBROOK STREET PARK,B-RE-2479,151,DIDBROOK STREET,ROBERTSON,4109,153.053489325164,-27.5643279833316,262.148530966344,2472.28866321306
1809,D0790,CARAVONICA COURT PARK,B-RE-2478,59,CHATEAU STREET,CALAMVALE,4116,153.056698144301,-27.6152619829474,770.854954327906,14100.9819478617
1810,D0792,POST OFFICE SQUARE,B-RE-2477,270,QUEEN STREET,BRISBANE CITY,4000,153.027401999717,-27.4672719282556,253.383612648657,3269.18206694574
1811,D0793,PORTADOWN PARK,B-RE-2476,30,RADCLIFFE STREET,SINNAMON PARK,4073,152.944769430196,-27.5475724421948,269.19940992172,3877.81276594784
1812,D0794,SLEAFORD STREET PARK,B-RE-2475,16,SLEAFORD STREET,CHAPEL HILL,4069,152.942348024064,-27.4880042488754,207.535306061304,2500.49604133053
1813,D0795,IRONWOOD STREET PARK,B-RE-2474,111,IRONWOOD STREET,ASPLEY,4034,153.012150047984,-27.3730277789411,201.110099269374,2619.82213945632
1814,D0796,YUCCA COURT PARK,B-RE-2473,11,YUCCA COURT,EIGHT MILE PLAINS,4113,153.074906593468,-27.5847515331202,199.263620550834,2285.68785479592
1815,D0797,TRANQUIL PARK,B-RE-2472,68,PEPPERCORN STREET,SUNNYBANK HILLS,4109,153.057838720056,-27.6049902153264,239.400112905569,3504.89156532838
1816,D0798,WENDON WAY PARK,B-RE-2471,7,PETERSON PLACE,BRIDGEMAN DOWNS,4035,152.985091818859,-27.3613223427679,1174.86400322587,39937.1290027382
1817,D0799,NILKERIE STREET PARK,B-RE-2470,21,NILKERIE STREET,CARSELDINE,4034,153.02557834989,-27.3460296987302,360.805714508453,8776.78359880233
1818,D0800,ALBANY CREEK ROAD RESERVE,B-RE-2469,534,ALBANY CREEK ROAD,BRIDGEMAN DOWNS,4035,152.984785398013,-27.3519432998663,2116.02709583727,145973.343711388
1819,D0801,BELDALE PARK,B-RE-2468,12,DAPPER STREET,SUNNYBANK HILLS,4109,153.061881079846,-27.5984930723311,391.299895259976,8754.43904349583
1820,D0802,GROVE PARK,B-RE-2467,6,PINETREE PLACE,RUNCORN,4113,153.07854074064,-27.5999587586007,383.190408527758,5543.86839921139
1821,D0803,NORTH STREET PARK,B-RE-2466,20,NORTH STREET,KEDRON,4031,153.024195572248,-27.4003083082813,371.953272705872,3496.69304448193
1822,D1081,SALACIA STREET PARK,B-RE-2550,10,SALACIA STREET,MANLY WEST,4179,153.164693220431,-27.4695544185667,717.551213002864,11436.6675066939
1823,D1082,MATISSE STREET PARK,B-RE-2549,26,MATISSE STREET,CARSELDINE,4034,153.020532027546,-27.345214519311,267.869845442909,3401.02485112701
1824,D1083,EASTWOOD DRIVE PARK,B-RE-2548,4,OCONNOR CRESCENT,MANSFIELD,4122,153.108455927599,-27.5324248251662,445.124934301566,5886.99682207792
1825,D1084,THOMAS GRAY PARK,B-RE-2547,36,SANICLE STREET,BALD HILLS,4036,153.015303900615,-27.3074097470262,427.781442326431,12311.226708064
1826,D1085,ROSEMOUNT PARK,B-RE-2546,27,DRUMMOND STREET,SINNAMON PARK,4073,152.949615763703,-27.5481374178278,694.053246239543,14651.3270957804
1827,D1086,MERLINA STREET PARK,B-RE-2545,11,MERLINA STREET,MANLY WEST,4179,153.169284908559,-27.465558085968,176.028953366749,1745.3044750232
1828,D1087,DELFIN STREET PARK,B-RE-2544,65,DELFIN DRIVE,MACGREGOR,4109,153.068542987768,-27.566847191318,374.470269806098,6790.41294545547
1829,D1088,MAINS ROAD PARK,B-RE-2543,3,DELFIN DRIVE,MACGREGOR,4109,153.065266600807,-27.566807978292,284.998241142542,2351.00268459682
1830,D1089,ARBOR STREET PARK,B-RE-2542,45,TRAMWAY STREET,FERNY GROVE,4055,152.937812374535,-27.4049191617689,1224.70012723548,82156.4638304083
1831,D1090,FIDDLEWOOD CRESCENT PARK,B-RE-2541,65,FIDDLEWOOD CRESCENT,BELLBOWRIE,4070,152.87923736342,-27.5665763158565,335.150586420842,7571.13528852995
1832,D1091,GIBBINS STREET PARK,B-RE-2540,22A,GIBBINS STREET,SUNNYBANK HILLS,4109,153.051808346824,-27.6047050782987,497.355982217886,8259.90054478828
1833,D1092,GILDOR STREET PARK,B-RE-2539,29,GILDOR STREET,BOONDALL,4034,153.056596609829,-27.3486743280166,162.371593650962,1552.9113833846
1834,D1093,PETER GASKELL PARK,B-RE-2538,9,MAPLE CLOSE,BRACKEN RIDGE,4017,153.045827223952,-27.3254869699286,247.522073455983,3337.28654197263
1835,D1095,WILCANNIA PARK,B-RE-2537,11,BRACKNELL PLACE,ASHGROVE,4060,152.96748495803,-27.4493791516875,238.970127019726,2481.10614737926
1836,D1096,GREENMONT CLOSE PARK,B-RE-2536,15,GREENMONT CLOSE,ASHGROVE,4060,152.967011721339,-27.4522974524031,528.053245188069,7574.1335592709
1837,D1097,PANORAMA PLACE PARK,B-RE-2535,373,NURSERY ROAD,MOUNT GRAVATT EAST,4122,153.079360475535,-27.5279370206248,1614.88247620813,38303.2047516522
1838,D1098,MAIN AVENUE PARK,B-RE-2534,56,WARR STREET,WAVELL HEIGHTS,4012,153.050544594798,-27.3841655654629,241.562783063899,3302.84770050283
1839,D1099,PENSON STREET PARK,B-RE-2533,12,CLEVELAND PLACE,STRETTON,4116,153.069925922529,-27.6188903240141,202.793534856986,1405.33317504182
1840,D1100,KOOKABURRA RESERVE,B-RE-2532,27,WESTPARK PLACE,KURABY,4112,153.098877174909,-27.5957623261981,538.624504182458,15687.2179623907
1841,D1101,JOHN MAGEE PARK,B-RE-2657,56,COUNIHAN ROAD,SEVENTEEN MILE ROCKS,4073,152.959528954,-27.536970138,1704.59884426301,46214.9691357237
1842,D1102,TIGRIS STREET PARK,B-RE-2656,22,TIGRIS STREET,RIVERHILLS,4074,152.909161502577,-27.5581485036024,1176.33455905842,32052.8250745402
1843,D1104,LEONARD STREET PARK,B-RE-2655,30,ANNIE STREET,WOOLLOONGABBA,4102,153.046643158667,-27.4942469536666,75.0203936734178,215.236499263888
1844,D1323,MACTIER STREET PARK,B-RE-2108,745,FIG TREE POCKET ROAD,FIG TREE POCKET,4069,152.963506599645,-27.5360682643627,3217.32707018123,284198.722589528
1845,D1324,BEAMS ROAD PARK (NO. 440),B-RE-2304,440,BEAMS ROAD,FITZGIBBON,4018,153.034078609983,-27.351338323473,1041.26218348979,25948.4417007407
1846,D1325,MACLEAY CRESCENT PARK,B-RE-2303,68,MACLEAY CRESCENT,TINGALPA,4173,153.144535323881,-27.472373686693,378.440624492007,7736.4144072679
1847,D1328,JIM WILDING RESERVE,B-RE-2301,35,TALLOWWOOD PLACE,BRIDGEMAN DOWNS,4035,152.997032611,-27.3675076869999,3039.09249088882,71246.4851572877
1848,D1329,HABITAT PLACE PARK,B-RE-2300,6,HABITAT PLACE,BRIDGEMAN DOWNS,4035,152.99069082117,-27.3719174922104,146.092334030927,1043.24401573228
1849,D1330,MCDOWALL RESERVE,B-RE-2299,22,SPEILBERG STREET,MCDOWALL,4053,152.986926392807,-27.3759326406181,1979.12313568824,122728.887023314
1850,D1331,MT GRAVATT - CAPALABA ROAD PARK,B-RE-2298,1083,MT GRAVATT-CAPALABA ROAD,ROCHEDALE,4123,153.130370218633,-27.5499491827304,1626.9241415371,111237.973917412
1851,D1332,SILVERDELL CRESCENT PARK,B-RE-2297,32,SILVERDELL CRESCENT,PARKINSON,4115,153.033491880546,-27.6335344296256,367.764079017157,4935.43880171409
1852,D1333,HENRY CLARKSON PARK,B-RE-2296,97,MARSHALL LANE,KENMORE,4069,152.94569040892,-27.516973514664,270.248227643181,4387.27856059889
1853,D1640,PAYNE ROAD PARK (NO. 507),B-RE-0649,507,PAYNE ROAD,THE GAP,4061,152.931469386836,-27.4496163939609,560.18528933043,7375.97396886529
1854,D1641,CRICKET STREET PARK,B-RE-0648,155,HALE STREET,PETRIE TERRACE,4000,153.011564386697,-27.4629404754989,95.1605160676806,483.371506320471
1855,D1642,MONTROSE STREET PARK,B-RE-0647,6,MONTROSE STREET,GORDON PARK,4031,153.023944754327,-27.4216278883561,199.374115143864,1693.61870766267
1856,D1643,TOOTH AVENUE PARK (ROAD RESERVE),B-RE-0646,,TOOTH AVENUE,PADDINGTON,4064,152.989745021,-27.458595445,617.475600580774,3042.0846854062
1857,D1644,DERVEL STREET PARK,B-RE-0645,7,DERVEL STREET,CARINDALE,4152,153.108480693837,-27.5228373652229,177.067666266213,944.5281960289
1858,D1645,CONNAH CRESCENT PARK,B-RE-0644,20,CONNAH CRESCENT,CARINDALE,4152,153.108619598754,-27.521878587176,248.730982443674,2090.50233874241
1859,D1648,HALIFAX STREET PARK,B-RE-0643,69,MULGRAVE CRESCENT,FOREST LAKE,4078,152.975417570747,-27.614830361596,156.508235545404,858.869702932997
1860,D1649,CLEMBURY PLACE PARK,B-RE-0642,60,FORMBY STREET,CALAMVALE,4116,153.035718063286,-27.6228746052732,276.300546739095,3349.62752144143
1861,D1650,SPARKES HILL RESERVE,B-RE-0641,101,SHAND STREET,STAFFORD,4053,153.000356215701,-27.4118489687496,4034.17342752733,211030.596728897
1862,D1651,SHAND STREET PARK (NO. 100),B-RE-0640,100,SHAND STREET,STAFFORD,4053,153.003505063857,-27.4148051046165,1491.99510439861,54780.7519532234
